sctid	fsn	lattomidsag	lrselector
714290005	"Entire facet joint between L5 and S1 (body structure)"	Y	NULL
714292002	"Structure of muscle of tongue (body structure)"	Y	NULL
714293007	"Entire muscle of tongue (body structure)"	Y	NULL
714296004	"Structure of buccolabial muscle (body structure)"	Y	NULL
714297008	"Entire buccolabial muscle (body structure)"	Y	NULL
714298003	"Structure of circumoral muscle (body structure)"	Y	NULL
714299006	"Entire circumoral muscle (body structure)"	Y	NULL
714300003	"Structure of incisivus labii muscle (body structure)"	Y	NULL
714301004	"Structure of incisivus labii inferioris (body structure)"	Y	NULL
714302006	"Entire incisivus labii inferioris (body structure)"	Y	NULL
714303001	"Structure of incisivus labii superioris (body structure)"	Y	NULL
714304007	"Entire incisivus labii superioris (body structure)"	Y	NULL
714305008	"Structure of muscle acting on lower lip and buccal angle (body structure)"	Y	NULL
714306009	"Entire muscle acting on lower lip and buccal angle (body structure)"	Y	NULL
714307000	"Structure of depressor muscle (body structure)"	Y	NULL
714308005	"Entire depressor muscle (body structure)"	Y	NULL
714309002	"Structure of muscle acting on upper lip and buccal angle (body structure)"	Y	NULL
714310007	"Entire muscle acting on upper lip and buccal angle (body structure)"	Y	NULL
714311006	"Structure of levator labii superioris (body structure)"	Y	NULL
714312004	"Entire levator labii superioris (body structure)"	Y	NULL
714318000	"Entire hypothenar muscle (body structure)"	Y	NULL
714331005	"Structure of muscle acting on joint of upper limb (body structure)"	Y	NULL
714333008	"Entire muscle acting on joint of upper limb (body structure)"	Y	NULL
714334002	"Structure of muscle acting on hand joint (body structure)"	Y	NULL
714336000	"Entire muscle acting on hand joint (body structure)"	Y	NULL
714348002	"Structure of muscle acting on intervertebral joint (body structure)"	Y	NULL
714349005	"Entire muscle acting on intervertebral joint (body structure)"	Y	NULL
714362009	"Structure of muscle acting on lumbar intervertebral joint (body structure)"	Y	NULL
714363004	"Entire muscle acting on lumbar intervertebral joint (body structure)"	Y	NULL
714365006	"Structure of muscle acting on joint of lower limb (body structure)"	Y	NULL
714366007	"Entire muscle acting on joint of lower limb (body structure)"	Y	NULL
714367003	"Structure of muscle acting on foot joint (body structure)"	Y	NULL
714368008	"Entire muscle acting on foot joint (body structure)"	Y	NULL
714373002	"Structure of muscle acting on metatarsophalangeal joint (body structure)"	Y	NULL
714374008	"Entire muscle acting on metatarsophalangeal joint (body structure)"	Y	NULL
714375009	"Structure of abductor of metatarsophalangeal joint (body structure)"	Y	NULL
714376005	"Entire abductor of metatarsophalangeal joint (body structure)"	Y	NULL
714377001	"Structure of interosseous muscle of foot (body structure)"	Y	NULL
714378006	"Entire interosseous muscle of foot (body structure)"	Y	NULL
714379003	"Structure of intrinsic muscle of foot (body structure)"	Y	NULL
714380000	"Entire intrinsic muscle of foot (body structure)"	Y	NULL
71439003	"Structure of bulbospongiosus muscle (body structure)"	Y	NULL
71441002	"Entire costal groove of fourth rib (body structure)"	Y	NULL
714452001	"Structure of muscle acting on cervical intervertebral joint (body structure)"	Y	NULL
714453006	"Entire muscle acting on cervical intervertebral joint (body structure)"	Y	NULL
714454000	"Structure of extensor muscle of hand (body structure)"	Y	NULL
714455004	"Entire extensor muscle of hand (body structure)"	Y	NULL
714456003	"Structure of muscle acting on joint of thumb (body structure)"	Y	NULL
714457007	"Entire muscle acting on joint of thumb (body structure)"	Y	NULL
714458002	"Structure of muscle acting on carpometacarpal joint of thumb (body structure)"	Y	NULL
714459005	"Entire muscle acting on carpometacarpal joint of thumb (body structure)"	Y	NULL
714461001	"Structure of extensor of carpometacarpal joint of thumb (body structure)"	Y	NULL
714462008	"Entire extensor of carpometacarpal joint of thumb (body structure)"	Y	NULL
714465005	"Structure of deep muscle of neck (body structure)"	Y	NULL
714466006	"Entire deep muscle of neck (body structure)"	Y	NULL
714467002	"Structure of lateral vertebral muscle of neck (body structure)"	Y	NULL
714468007	"Entire lateral vertebral muscle of neck (body structure)"	Y	NULL
714469004	"Structure of scalene muscle (body structure)"	Y	NULL
714470003	"Entire scalene muscle (body structure)"	Y	NULL
714472006	"Structure of anterior vertebral muscle of neck (body structure)"	Y	NULL
714473001	"Entire anterior vertebral muscle of neck (body structure)"	Y	NULL
714475008	"Structure of intrinsic muscle compartment of foot (body structure)"	Y	NULL
714476009	"Entire intrinsic muscle compartment of foot (body structure)"	Y	NULL
714483002	"Structure of orbital region (body structure)"	Y	NULL
714486005	"Entire oblique extraocular muscle (body structure)"	Y	NULL
714491006	"Structure of scaphoid joint (body structure)"	Y	NULL
714492004	"Entire scaphoid joint (body structure)"	Y	NULL
714493009	"Structure of scapholunate joint (body structure)"	Y	NULL
714494003	"Entire scapholunate joint (body structure)"	Y	NULL
714495002	"Structure of scaphotrapezial joint (body structure)"	Y	NULL
714496001	"Entire scaphotrapezial joint (body structure)"	Y	NULL
71452008	"Structure of middle temporal vein (body structure)"	Y	NULL
714646008	"Structure of conjunctival gland (body structure)"	Y	NULL
714647004	"Entire conjunctival gland (body structure)"	Y	NULL
714648009	"Structure of accessory lacrimal gland (body structure)"	Y	NULL
714649001	"Structure of eyelid gland (body structure)"	Y	NULL
714650001	"Entire eyelid gland (body structure)"	Y	NULL
714651002	"Entire accessory lacrimal gland (body structure)"	Y	NULL
714652009	"Structure of sebaceous gland of eyelid (body structure)"	Y	NULL
714653004	"Entire sebaceous gland of eyelid (body structure)"	Y	NULL
714654005	"Structure of gland of Zeis (body structure)"	Y	NULL
714655006	"Entire gland of Zeis (body structure)"	Y	NULL
71469005	"Structure of pampiniform plexus (body structure)"	Y	NULL
71471005	"Left external auditory canal structure (body structure)"	L	NULL
714744003	"Structure of bursa of popliteus (body structure)"	Y	NULL
714745002	"Entire bursa of popliteus (body structure)"	Y	NULL
714753005	"Entire perforating vein of lower limb (body structure)"	Y	NULL
714754004	"Structure of lateral calf perforator (body structure)"	Y	NULL
714755003	"Entire tributary of great saphenous vein (body structure)"	Y	NULL
714756002	"Entire lateral calf perforator (body structure)"	Y	NULL
714757006	"Structure of medial vein perforator (body structure)"	Y	NULL
714758001	"Entire medial vein perforator (body structure)"	Y	NULL
714759009	"Structure of thigh perforator (body structure)"	Y	NULL
714760004	"Entire thigh perforator (body structure)"	Y	NULL
714763002	"Structure of accessory navicular bone (body structure)"	Y	NULL
714764008	"Entire accessory navicular bone (body structure)"	Y	NULL
714765009	"Structure of accessory ossicle of foot (body structure)"	Y	NULL
714766005	"Entire accessory ossicle of foot (body structure)"	Y	NULL
714807009	"Structure of intervertebral syndesmosis of C7 and T1 (body structure)"	Y	NULL
714834007	"Entire intervertebral syndesmosis of T12 and L1 (body structure)"	Y	NULL
71484001	"Structure of pedicle of fifth cervical vertebra (body structure)"	Y	NULL
7149004	"Structure of false rib (body structure)"	Y	NULL
71497004	"Structure of superior tarsal muscle (body structure)"	Y	NULL
714978002	"Structure of neck of lesser metatarsal (body structure)"	Y	NULL
714979005	"Entire neck of lesser metatarsal (body structure)"	Y	NULL
714980008	"Structure of neck of first metatarsal (body structure)"	Y	NULL
714981007	"Entire neck of first metatarsal (body structure)"	Y	NULL
714982000	"Structure of bone marrow of lower limb (body structure)"	Y	NULL
714983005	"Structure of bone marrow of orbital complex (body structure)"	Y	NULL
714984004	"Structure of bone marrow of forefoot (body structure)"	Y	NULL
715017006	"Structure of muscle acting on ankle joint (body structure)"	Y	NULL
715018001	"Entire muscle acting on ankle joint (body structure)"	Y	NULL
715019009	"Structure of muscle acting on hip joint (body structure)"	Y	NULL
715020003	"Entire muscle acting on hip joint (body structure)"	Y	NULL
715021004	"Structure of muscle acting on knee joint (body structure)"	Y	NULL
715022006	"Entire muscle acting on knee joint (body structure)"	Y	NULL
71507008	"Entire levator prostatae muscle (body structure)"	Y	NULL
715142000	"Entire peroneal tendon sheath (body structure)"	Y	NULL
715147006	"Structure of hair follicle of breast (body structure)"	Y	NULL
715148001	"Entire hair follicle of breast (body structure)"	Y	NULL
71515006	"Structure of anterior region of thalamus (body structure)"	Y	NULL
7154008	"Structure of sensory root of trigeminal nerve (body structure)"	Y	NULL
71552006	"Structure of median nerve muscular branches (body structure)"	Y	NULL
71585003	"Structure of external jugular vein (body structure)"	Y	NULL
71592008	"Structure of superior articular process of eighth thoracic vertebra (body structure)"	Y	NULL
7160008	"Structure of base of metacarpal bone (body structure)"	Y	NULL
71621001	"Pedicle of sixth lumbar vertebra (body structure)"	Y	NULL
71631008	"Structure of right cusp of pulmonic valve (body structure)"	-	R
71662007	"Structure of medial accessory olivary nucleus (body structure)"	Y	NULL
71664008	"Structure of skin between fourth and fifth fingers (body structure)"	Y	NULL
71685008	"Structure of common tendon (body structure)"	Y	NULL
71689002	"Right lateral ventricle structure (body structure)"	R	NULL
71705003	"Structure of dorsal lingual branch of lingual artery (body structure)"	Y	NULL
71710004	"Structure of spinal nerve ganglion (body structure)"	Y	NULL
71717001	"Structure of choana (body structure)"	Y	NULL
71721008	"Metatarsophalangeal joint structure of second toe (body structure)"	Y	NULL
71732008	"Structure of masseteric nerve (body structure)"	Y	NULL
71754005	"Structure of anterior meningeal artery (body structure)"	Y	NULL
71758008	"Structure of peroneal vein (body structure)"	Y	NULL
71784002	"Entire tendon of middle finger (body structure)"	Y	NULL
71791004	"Subcutaneous tissue structure of scapular region of back (body structure)"	Y	NULL
71800003	"Bone structure of trapezium (body structure)"	Y	NULL
71822005	"Structure of head of fifth metatarsal bone (body structure)"	Y	NULL
71834002	"Long ciliary nerves (body structure)"	Y	NULL
71852002	"Skin structure of medial surface of fourth toe (body structure)"	Y	NULL
71875009	"Structure of pectineus muscle (body structure)"	Y	NULL
71885005	"Dorsal spinocerebellar tract of pons (body structure)"	Y	NULL
71888007	"Skin structure of dorsal surface of ring finger (body structure)"	Y	NULL
71889004	"Entire right elbow region (body structure)"	R	NULL
71899009	"Entire olfactory gyrus vein (body structure)"	Y	NULL
71900004	"Structure of superior duodenal fold (body structure)"	Y	NULL
71905009	"Infrapalpebral fold structure (body structure)"	Y	NULL
71915003	"Structure of stylomastoid artery (body structure)"	Y	NULL
7192009	"Structure of isthmus tympani posticus (body structure)"	Y	NULL
71968009	"Structure of sphenosquamous suture of skull (body structure)"	Y	NULL
71969001	"Structure of anterior scrotal nerves (body structure)"	Y	NULL
71983004	"Structure of inferior articular process of fifth thoracic vertebra (body structure)"	Y	NULL
72001000	"Bone structure of lower limb (body structure)"	Y	NULL
72005009	"Skin structure of areola (body structure)"	Y	NULL
72008006	"Structure of middle phalanx of fourth toe (body structure)"	Y	NULL
72017006	"Structure of inferior conjunctival fornix (body structure)"	Y	NULL
72021004	"Structure of superior thyroid artery (body structure)"	Y	NULL
72038000	"Claustral structure (body structure)"	Y	NULL
72060002	"Bipolar cells of retina (body structure)"	Y	NULL
72067004	"Structure of medial lemniscus in pons (body structure)"	Y	NULL
72098002	"Entire left upper arm (body structure)"	L	NULL
72105007	"Structure of lateral border of body of sternum (body structure)"	Y	NULL
72111005	"Structure of brachioradialis muscle (body structure)"	Y	NULL
72118004	"Structure of deep auricular artery (body structure)"	Y	NULL
72158002	"Structure of costomediastinal sinus (body structure)"	Y	NULL
72160000	"Entire under border of sixth rib (body structure)"	Y	NULL
72175008	"Structure of frontal pole (body structure)"	Y	NULL
72184008	"Structure of neck of rib (body structure)"	Y	NULL
72203008	"Structure of lingual surface of tooth (body structure)"	Y	NULL
72207009	"Structure of accessory nerve esophageal branch (body structure)"	Y	NULL
72217004	"Pyramidal tract structure (body structure)"	Y	NULL
72220007	"Structure of sternocleidomastoid region of neck (body structure)"	Y	NULL
72226001	"Rectus femoris muscle structure (body structure)"	Y	NULL
72228000	"Structure of phalanx of middle finger (body structure)"	Y	NULL
72231004	"Structure of lateral branch of left hepatic duct (body structure)"	-	L
72236009	"Structure of cavity of tooth (body structure)"	Y	NULL
72247002	"Entire non-articular part of tubercle of eleventh rib (body structure)"	Y	NULL
72257001	"Dentinocemental junction (body structure)"	Y	NULL
72260008	"Cervical plexus structure (body structure)"	Y	NULL
72264004	"Structure of lateral epicondyle of femur (body structure)"	Y	NULL
7227003	"Structure of hypoglossal nerve intrinsic tongue muscle branch (body structure)"	Y	NULL
72278003	"Structure of lateral surface of fifth toe (body structure)"	Y	NULL
72289005	"Structure of shaft of phalanx of ring finger (body structure)"	Y	NULL
72291002	"Structure of fascia of rectus abdominis muscle (body structure)"	Y	NULL
72303005	"Structure of petrous portion of internal carotid artery (body structure)"	Y	NULL
72331001	"Skin structure of palmar surface of thumb (body structure)"	Y	NULL
72333003	"Structure of capillary of kidney (body structure)"	Y	NULL
7234001	"Entire inferior choroid vein (body structure)"	Y	NULL
72343000	"Structure of superior laryngeal nerve (body structure)"	Y	NULL
72345007	"Structure of lens of right eye (body structure)"	R	NULL
72347004	"Right Eustachian canal structure (body structure)"	R	NULL
72426004	"Entire bronchiole of left upper lobe (body structure)"	L	NULL
72468004	"Structure of inferior cerebral vein (body structure)"	Y	NULL
72472000	"Structure of ramus communicans with zygomatic nerve (body structure)"	Y	NULL
72473005	"Structure of palpebral part of lacrimal gland (body structure)"	Y	NULL
72481006	"Structure of right middle lobe of lung (body structure)"	-	R
72493002	"Structure of oblique head of adductor hallucis muscle (body structure)"	Y	NULL
72504003	"Structure of superior gluteal artery (body structure)"	Y	NULL
72525003	"Structure of capsule of hip joint (body structure)"	Y	NULL
72562001	"Structure of subiculum hippocampi (body structure)"	Y	NULL
72573008	"Infraspinatous muscle structure (body structure)"	Y	NULL
72592005	"Structure of left colic flexure (body structure)"	-	L
72626008	"Structure of mesosalpinx (body structure)"	Y	NULL
72650005	"Structure of midshaft of fibula (body structure)"	Y	NULL
72651009	"Nail structure (body structure)"	Y	NULL
72653007	"Tubercle of second rib structure (body structure)"	Y	NULL
72659006	"Entire cervical cutaneous nerve inferior branch (body structure)"	Y	NULL
72665006	"Structure of tubercle of third rib (body structure)"	Y	NULL
72674008	"Bronchopulmonary segment structure (body structure)"	Y	NULL
72684009	"Entire lobar artery of kidney (body structure)"	Y	NULL
72696002	"Knee region structure (body structure)"	Y	NULL
72701009	"Entire outer surface of sixth rib (body structure)"	Y	NULL
72703007	"Entire superior renal segment (body structure)"	Y	NULL
72709006	"Structure of ulnar head of pronator teres muscle (body structure)"	Y	NULL
72715006	"Skin structure of all toes (body structure)"	Y	NULL
72719000	"Structure of commissure of inferior colliculus (body structure)"	Y	NULL
72720006	"Structure of body of epididymis (body structure)"	Y	NULL
72725001	"Dentinal tubules (body structure)"	Y	NULL
72747001	"Structure of oblique head of adductor pollicis muscle (body structure)"	Y	NULL
72792008	"Left cerebral hemisphere structure (body structure)"	L	NULL
72795005	"Bone structure of proximal phalanx of thumb (body structure)"	Y	NULL
72800000	"Entire antebrachial interosseous membrane (body structure)"	Y	NULL
72803003	"Entire articular part of tubercle of fifth rib (body structure)"	Y	NULL
72850007	"Structure of deep part of masseter muscle (body structure)"	Y	NULL
72871002	"Structure of articular process of vertebra (body structure)"	Y	NULL
72876007	"Structure of maxillary left canine tooth (body structure)"	L	NULL
72939005	"Skin structure of posterior surface of upper arm (body structure)"	Y	NULL
7296001	"Structure of deep inguinal ring (body structure)"	Y	NULL
73001007	"Structure of medial plantar nerve (body structure)"	Y	NULL
73026003	"Entire flexor tendon and tendon sheath of second toe (body structure)"	Y	NULL
73036006	"Structure of cranial nerve ganglion (body structure)"	Y	NULL
73048009	"External obturator muscle structure (body structure)"	Y	NULL
73051002	"Structure of capsule of ovary (body structure)"	Y	NULL
73056007	"Right breast structure (body structure)"	R	NULL
73058008	"Skin of structure of labium pudendum (body structure)"	Y	NULL
73061009	"Structure of crypt of pharyngeal tonsil (body structure)"	Y	NULL
73077005	"Thenar region structure (body structure)"	Y	NULL
73100005	"Structure of palmar surface of index finger (body structure)"	Y	NULL
7311008	"Structure of anterior surface of upper arm (body structure)"	Y	NULL
73115006	"Structure of styloid process of temporal bone (body structure)"	Y	NULL
73116007	"Structure of articular surface, metatarsal, of phalanx of third toe (body structure)"	Y	NULL
73118008	"Entire left ureteral orifice (body structure)"	L	NULL
73124002	"Middle lung lobe bronchus (body structure)"	Y	NULL
73148006	"Eminentia triangularis (body structure)"	Y	NULL
73203004	"Structure of straight seminiferous tubule (body structure)"	Y	NULL
73216004	"Structure of capsule of proximal interphalangeal joint of ring finger (body structure)"	Y	NULL
73226006	"Structure of uncus of hippocampus (body structure)"	Y	NULL
73289002	"Structure of femoral fossa (body structure)"	Y	NULL
73296000	"Structure of trigeminal nerve superior sensory nucleus (body structure)"	Y	NULL
73343007	"Structure of medial patellar retinaculum (body structure)"	Y	NULL
73365007	"Structure of right femoral region (body structure)"	R	NULL
73400003	"Structure of transverse process of vertebra (body structure)"	Y	NULL
73401004	"Left inner ear structure (body structure)"	L	NULL
7344002	"Structure of lingual gyrus (body structure)"	Y	NULL
7345001	"Structure of ciliary processes (body structure)"	Y	NULL
73451009	"Structure of lateral epicondyle of humerus (body structure)"	Y	NULL
7347009	"Structure of infratendinous olecranon bursa (body structure)"	Y	NULL
73485005	"Structure of straight head of rectus femoris muscle (body structure)"	Y	NULL
73488007	"Entire non-articular part of tubercle of fourth rib (body structure)"	Y	NULL
73508007	"Tibialis anterior muscle structure (body structure)"	Y	NULL
73516003	"Structure of inferior temporal gyrus (body structure)"	Y	NULL
73538001	"Subcutaneous tissue structure of temporal region (body structure)"	Y	NULL
73619004	"Structure of transverse process of eleventh thoracic vertebra (body structure)"	Y	NULL
73624001	"Skin structure of little finger (body structure)"	Y	NULL
73634005	"Common iliac artery structure (body structure)"	Y	NULL
73641004	"Structure of trabecula carnea of right ventricle (body structure)"	-	R
73646009	"Entire upper border of fourth rib (body structure)"	Y	NULL
73649002	"Structure of abductor longi and extensor brevis pollicis muscle tendon sheath (body structure)"	Y	NULL
73696005	"Bone structure of phalanx of hand (body structure)"	Y	NULL
73711005	"Entire muscle of palate AND/OR fauces (body structure)"	Y	NULL
73733007	"Entire under border of fifth rib (body structure)"	Y	NULL
7376007	"Entire left margin of uterus (body structure)"	L	NULL
73769004	"Structure of interspinalis muscle (body structure)"	Y	NULL
7378008	"Structure of paraventricular nucleus of thalamus (body structure)"	Y	NULL
73785009	"Caudal lobe branch of left pulmonary artery (body structure)"	L	NULL
73799008	"Structure of superior clunic nerves (body structure)"	Y	NULL
73810003	"Entire left ovarian vein (body structure)"	L	NULL
73824004	"Structure of frontal branch of superficial temporal artery (body structure)"	Y	NULL
73829009	"Right atrial structure (body structure)"	-	R
73834008	"Structure of right pleural cavity (body structure)"	R	NULL
73839003	"Structure of palpebral vein (body structure)"	Y	NULL
7384006	"Entire plantar calcaneocuboidal ligament (body structure)"	Y	NULL
73881009	"Structure of transverse process of third thoracic vertebra (body structure)"	Y	NULL
73913000	"Structure of phalanx of index finger (body structure)"	Y	NULL
73930003	"Structure of levator costae muscle (body structure)"	Y	NULL
73931004	"Structure of right main branch of portal vein (body structure)"	-	R
73937000	"Structure of deciduous maxillary left canine tooth (body structure)"	L	NULL
73938005	"Pericondylar part of femur (body structure)"	Y	NULL
73939002	"Skin structure of interdigital space of hand (body structure)"	Y	NULL
73954008	"Structure of ethmoidal artery (body structure)"	Y	NULL
73958006	"Skin structure of medial surface of thigh (body structure)"	Y	NULL
73983006	"Structure of lateral intermuscular brachial septum (body structure)"	Y	NULL
74031005	"Left bundle branch structure (body structure)"	-	L
74033008	"Structure of hilum of kidney (body structure)"	Y	NULL
7404008	"Structure of anterior semicircular duct (body structure)"	Y	NULL
74047007	"Entire inferior renal segment (body structure)"	Y	NULL
74048002	"Entire subcutaneous tissue between third and fourth fingers (body structure)"	Y	NULL
74049005	"Structure of plantar surface of fifth toe (body structure)"	Y	NULL
74063004	"Structure of superior articular process of second lumbar vertebra (body structure)"	Y	NULL
74089004	"Structure of terminal stria nuclei of preoptic region (body structure)"	Y	NULL
74106007	"Structure of interdigital space of hand (body structure)"	Y	NULL
74112002	"Structure of pleural canal (body structure)"	Y	NULL
74152000	"Entire lateral flexor tendon of knee (body structure)"	Y	NULL
74156002	"Structure of medial plantar artery (body structure)"	Y	NULL
74179001	"Structure of optic cup (body structure)"	Y	NULL
74200005	"Structure of inferior hypophyseal artery (body structure)"	Y	NULL
74203007	"Structure of prelaryngeal lymph node (body structure)"	Y	NULL
74214005	"Structure of spinothalamic tract of midbrain (body structure)"	Y	NULL
74235007	"Structure of inner surface of sclera (body structure)"	Y	NULL
74240004	"Structure of tubal end of ovary (body structure)"	Y	NULL
74241000	"Structure of corniculate cartilage (body structure)"	Y	NULL
74260007	"Structure of transverse cervical ligament (body structure)"	Y	NULL
74298007	"Left frontal lobe structure (body structure)"	L	NULL
74308000	"Structure of right seminal vesicle (body structure)"	R	NULL
74318005	"Tibialis posterior muscle structure (body structure)"	Y	NULL
74319002	"Subcutaneous tissue structure of ala nasi (body structure)"	Y	NULL
74334008	"Structure of medial medullary lamina (body structure)"	Y	NULL
74335009	"Structure of neck of talus (body structure)"	Y	NULL
74340001	"Entire anterior vestibular vein (body structure)"	Y	NULL
74344005	"Structure of mandibular left third molar tooth (body structure)"	L	NULL
7435002	"Structure of ovarian ligament (body structure)"	Y	NULL
74366003	"Structure of articular process of eleventh thoracic vertebra (body structure)"	Y	NULL
74380005	"Structure of preganglionic sympathetic fiber (body structure)"	Y	NULL
74386004	"Nasal bone structure (body structure)"	Y	NULL
74393000	"Entire facet for third costal cartilage of sternum (body structure)"	Y	NULL
74436006	"Skin structure of medial surface of toe (body structure)"	Y	NULL
74440002	"Structure of lateral border of manubrium (body structure)"	Y	NULL
74454005	"Subcutaneous tissue structure of medial surface of little finger (body structure)"	Y	NULL
74475002	"Structure of right epididymis (body structure)"	R	NULL
74493001	"Structure of cuneus (body structure)"	Y	NULL
74502003	"Structure of radiate ligament of head of rib (body structure)"	Y	NULL
74528000	"Structure of middle frontal gyrus (body structure)"	Y	NULL
74548007	"Structure of gyrus paraterminalis (body structure)"	Y	NULL
74553002	"Structure of capsule of carpometacarpal joint of thumb (body structure)"	Y	NULL
74582001	"Subcutaneous tissue structure of ear lobule (body structure)"	Y	NULL
74606008	"Structure of palmar fascia of thumb (body structure)"	Y	NULL
74636004	"Structure of aorticorenal ganglia (body structure)"	Y	NULL
74637008	"Structure of tuberosity of distal phalanx of little finger (body structure)"	Y	NULL
74655004	"Structure of extensor digiti minimi muscle tendon sheath (body structure)"	Y	NULL
74662008	"Structure of outer nuclear layer of retina (body structure)"	Y	NULL
74667002	"Structure of piriform area (body structure)"	Y	NULL
74670003	"Wrist joint structure (body structure)"	Y	NULL
74676009	"Structure of suspensory ligament of ovary (body structure)"	Y	NULL
7471001	"Structure of lateral surface of sublingual gland (body structure)"	Y	NULL
74712008	"Structure of preoccipital notch (body structure)"	Y	NULL
74729006	"Structure of dorsal surface of thumb (body structure)"	Y	NULL
74734005	"Structure of straight renal tubule (body structure)"	Y	NULL
74757004	"Skin structure of elbow (body structure)"	Y	NULL
74761005	"Structure of ventricular fold of larynx (body structure)"	Y	NULL
7480001	"Structure of iliotibial tract (body structure)"	Y	NULL
74805009	"Mammary gland sinus (body structure)"	Y	NULL
74806005	"Structure of left lower lobe superior segmental bronchus (body structure)"	L	NULL
74807001	"Structure of sphenomaxillary suture of skull (body structure)"	Y	NULL
74824007	"Epicanthal fold (body structure)"	Y	NULL
74830007	"Entire recurrent artery of Huebner (body structure)"	Y	NULL
74855001	"Structure of extensor digiti minimi muscle tendon (body structure)"	Y	NULL
74858004	"Structure of axillary nerve (body structure)"	Y	NULL
74861003	"Structure of cortical lobule of kidney (body structure)"	Y	NULL
74862005	"Uveal tract structure (body structure)"	Y	NULL
74894000	"Structure of fetal tunica vasculosa lentis (body structure)"	Y	NULL
74896003	"Structure of apical segment of right upper lobe of lung (body structure)"	R	NULL
74901001	"Structure of phalanx of third toe (body structure)"	Y	NULL
74907002	"Structure of medulla oblongata lateral nucleus (body structure)"	Y	NULL
74931007	"Structure of meningeal branch of spinal nerve of cauda equina (body structure)"	Y	NULL
74932000	"Structure of lateral basal segment of right lower lobe of lung (body structure)"	R	NULL
7494000	"Cerebellar lenticular nucleus (body structure)"	Y	NULL
74968005	"Structure of cavum septi pellucidi (body structure)"	Y	NULL
74977003	"Structure of proximal phalanx of great toe (body structure)"	Y	NULL
7498002	"Entire plantar tarsal ligament (body structure)"	Y	NULL
75021006	"Entire dorsal intermediate cutaneous nerve of foot (body structure)"	Y	NULL
75033001	"Structure of posterior thoracic spinal cord nerve root (body structure)"	Y	NULL
75040000	"Deep intraparotid lymph node (body structure)"	Y	NULL
75069009	"Calcaneocuboidal joint structure (body structure)"	Y	NULL
7507003	"Entire anterior ligament of head of fibula (body structure)"	Y	NULL
75074001	"Structure of infrapatellar alar folds (body structure)"	Y	NULL
75089005	"Structure of nucleus prepositus (body structure)"	Y	NULL
75129005	"Bone structure of distal radius (body structure)"	Y	NULL
75144006	"Skin structure of lower leg (body structure)"	Y	NULL
75168003	"Structure of inferior thyroid vein (body structure)"	Y	NULL
75207001	"Structure of basivertebral vein (body structure)"	Y	NULL
75220003	"Structure of procerus muscle (body structure)"	Y	NULL
75222006	"Structure of mammary branch of internal thoracic artery (body structure)"	Y	NULL
75245000	"Left main bronchus structure (body structure)"	L	NULL
75267004	"Structure of cortical branch of anterior cerebral artery (body structure)"	Y	NULL
75297007	"Structure of gluteus minimus muscle (body structure)"	Y	NULL
75300002	"Structure of squamomastoid suture of skull (body structure)"	Y	NULL
75319007	"Structure of clavicular notch of sternum (body structure)"	Y	NULL
7532001	"Structure of vagus nerve parasympathetic fibers (body structure)"	Y	NULL
75357007	"Structure of vocalis muscle (body structure)"	Y	NULL
75373001	"Structure of median cephalic vein (body structure)"	Y	NULL
75383002	"Entire anterior sternoclavicular ligament (body structure)"	Y	NULL
75415000	"Structure of suprapatellar bursa (body structure)"	Y	NULL
75424009	"Structure of articular circumference of ulna (body structure)"	Y	NULL
75435004	"Structure of superior articular process of first thoracic vertebra (body structure)"	Y	NULL
75454004	"Structure of parenchyma of testis (body structure)"	Y	NULL
75462007	"Ectodermal layer of pars tensa of tympanic membrane (body structure)"	Y	NULL
75472005	"Structure of segment of left lung (body structure)"	L	NULL
75481004	"Structure of scleral spur (body structure)"	Y	NULL
75487000	"Structure of lateral sural cutaneous nerve (body structure)"	Y	NULL
75488005	"Structure of superior macular artery (body structure)"	Y	NULL
75490006	"Structure of soft tissues of upper extremity (body structure)"	Y	NULL
75522005	"Structure of inferior thyroid artery (body structure)"	Y	NULL
75531005	"Structure of artery of upper extremity (body structure)"	Y	NULL
7554004	"Structure of deep head of flexor pollicis brevis muscle (body structure)"	Y	NULL
75551009	"Structure of anterior tubercle of thalamus (body structure)"	Y	NULL
75573002	"Tonsillar structure (palatine) (body structure)"	Y	NULL
75595003	"Structure of intertrochanteric line of femur (body structure)"	Y	NULL
75606001	"Structure of deep portion of parotid gland (body structure)"	Y	NULL
75628001	"Structure of crown of tooth (body structure)"	Y	NULL
75643004	"Communicating ramus with tympanic plexus (body structure)"	Y	NULL
75644005	"Subcutaneous tissue structure of lateral surface of finger (body structure)"	Y	NULL
75662001	"Structure of acinus of breast (body structure)"	Y	NULL
75688003	"Structure of alveolar sac of lung (body structure)"	Y	NULL
75690002	"Structure of first metatarsal articular facet of second metatarsal bone (body structure)"	Y	NULL
7569003	"Finger structure (body structure)"	Y	NULL
75699001	"Structure of piriformis muscle (body structure)"	Y	NULL
75703003	"Structure of hair of axilla (body structure)"	Y	NULL
75716003	"Entire ciliary ganglionic branch of nasociliary nerve (body structure)"	Y	NULL
75718002	"Structure of hypophyseal artery (body structure)"	Y	NULL
75740006	"Structure of supraoptic nucleus (body structure)"	Y	NULL
75757005	"Structure of dorsal fascia of hand (body structure)"	Y	NULL
75772009	"Bone structure of navicular (body structure)"	Y	NULL
75880008	"Structure of thoracoacromial artery (body structure)"	Y	NULL
